Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Office Supplies,New York City,United States,Laurel Workman,Honeywell,5/30/2013,CA-2011-103429,10024,Honeywell Quietcare HEPA Air Cleaner,East,Corporate,6/1/2013,First Class,New York,Appliances,0%,1,$78,33%,3,$236
Office Supplies,New York City,United States,Laurel Workman,Xerox,5/30/2013,CA-2011-103429,10024,Xerox 1948,East,Corporate,6/1/2013,First Class,New York,Paper,0%,1,$18,45%,4,$40
Technology,Chicago,United States,Mark Cousins,Brother,5/30/2013,CA-2011-140473,60623,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Central,Corporate,6/3/2013,Standard Class,Illinois,Copiers,20%,1,$135,19%,3,$720
Technology,Jackson,United States,Jim Karlsson,Samsung,5/31/2013,CA-2011-166051,39212,Samsung Galaxy Note 3,South,Consumer,6/5/2013,Standard Class,Mississippi,Phones,0%,1,$198,30%,3,$660
Technology,Jackson,United States,Jim Karlsson,Grandstream,5/31/2013,CA-2011-166051,39212,Grandstream GXP1160 VoIP phone,South,Consumer,6/5/2013,Standard Class,Mississippi,Phones,0%,1,$33,29%,3,$114
Furniture,Lakeville,United States,Dianna Wilson,Global,6/1/2013,CA-2011-131926,55044,Global Deluxe High-Back Manager's Chair,Central,Home Office,6/6/2013,Second Class,Minnesota,Chairs,0%,1,$581,29%,7,"$2,002"
Office Supplies,Lakeville,United States,Dianna Wilson,SAFCO,6/1/2013,CA-2011-131926,55044,Safco Steel Mobile File Cart,Central,Home Office,6/6/2013,Second Class,Minnesota,Storage,0%,1,$42,25%,2,$167
Office Supplies,Lakeville,United States,Dianna Wilson,Adams,6/1/2013,CA-2011-131926,55044,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,Home Office,6/6/2013,Second Class,Minnesota,Paper,0%,1,$24,50%,6,$48
Office Supplies,Lakeville,United States,Dianna Wilson,Honeywell,6/1/2013,CA-2011-131926,55044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Central,Home Office,6/6/2013,Second Class,Minnesota,Appliances,0%,1,$496,33%,5,"$1,503"
Office Supplies,Lakeville,United States,Dianna Wilson,Xerox,6/1/2013,CA-2011-131926,55044,Xerox 205,Central,Home Office,6/6/2013,Second Class,Minnesota,Paper,0%,1,$12,48%,4,$26
Office Supplies,Lakewood,United States,Corey Roper,GBC,6/1/2013,CA-2011-111003,8701,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",East,Home Office,6/6/2013,Standard Class,New Jersey,Binders,0%,1,$21,46%,3,$45
Office Supplies,Lakewood,United States,Corey Roper,Boston,6/1/2013,CA-2011-111003,8701,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,East,Home Office,6/6/2013,Standard Class,New Jersey,Art,0%,1,$84,29%,6,$289
Furniture,Little Rock,United States,Liz Thompson,3M,6/1/2013,US-2011-165659,72209,3M Hangers With Command Adhesive,South,Consumer,6/6/2013,Standard Class,Arkansas,Furnishings,0%,1,$9,41%,6,$22
Technology,Little Rock,United States,Liz Thompson,Other,6/1/2013,US-2011-165659,72209,Adtran 1202752G1,South,Consumer,6/6/2013,Standard Class,Arkansas,Phones,0%,1,$229,26%,7,$882
Office Supplies,Detroit,United States,Quincy Jones,Wilson Jones,6/1/2013,US-2011-157070,48234,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Corporate,6/6/2013,Standard Class,Michigan,Binders,0%,1,$67,48%,4,$139
Office Supplies,Detroit,United States,Quincy Jones,Acco,6/1/2013,US-2011-157070,48234,Acco 6 Outlet Guardian Premium Surge Suppressor,Central,Corporate,6/6/2013,Standard Class,Michigan,Appliances,10%,1,$12,19%,5,$66
Office Supplies,Orem,United States,Christine Kargatis,GBC,6/2/2013,CA-2011-104472,84057,GBC Standard Therm-A-Bind Covers,West,Home Office,6/7/2013,Standard Class,Utah,Binders,20%,1,$19,33%,3,$60
Furniture,Orem,United States,Christine Kargatis,Other,6/2/2013,CA-2011-104472,84057,Aluminum Document Frame,West,Home Office,6/7/2013,Standard Class,Utah,Furnishings,0%,1,$22,30%,6,$73
Office Supplies,Roswell,United States,Stewart Visinsky,Sanford,6/2/2013,CA-2011-100895,30076,"Sanford Colorific Scented Colored Pencils, 12/Pack",South,Consumer,6/6/2013,Standard Class,Georgia,Art,0%,1,$3,31%,2,$9
Technology,Roswell,United States,Stewart Visinsky,Other,6/2/2013,CA-2011-100895,30076,Mophie Juice Pack Helium for iPhone,South,Consumer,6/6/2013,Standard Class,Georgia,Phones,0%,1,$67,28%,3,$240
Office Supplies,Roswell,United States,Stewart Visinsky,Other,6/2/2013,CA-2011-100895,30076,"Hot File 7-Pocket, Floor Stand",South,Consumer,6/6/2013,Standard Class,Georgia,Storage,0%,1,$107,30%,2,$357
Furniture,Seattle,United States,Steven Cartwright,KI,6/3/2013,CA-2011-135657,98115,KI Adjustable-Height Table,West,Consumer,6/7/2013,Second Class,Washington,Tables,0%,1,$113,22%,6,$516
Office Supplies,Midland,United States,Ross Baird,Other,6/3/2013,CA-2011-141299,48640,Security-Tint Envelopes,Central,Home Office,6/7/2013,Second Class,Michigan,Envelopes,0%,1,$7,49%,2,$15
Office Supplies,Decatur,United States,Richard Eichhorn,Avery,6/3/2013,CA-2011-163867,62521,Avery 513,Central,Consumer,6/6/2013,First Class,Illinois,Labels,20%,1,$5,33%,4,$16
Furniture,Decatur,United States,Richard Eichhorn,Other,6/3/2013,CA-2011-163867,62521,"Contract Clock, 14"", Brown",Central,Consumer,6/6/2013,First Class,Illinois,Furnishings,60%,1,-$40,-65%,7,$62
Office Supplies,Decatur,United States,Richard Eichhorn,Other,6/3/2013,CA-2011-163867,62521,Recycled Steel Personal File for Standard File Folders,Central,Consumer,6/6/2013,First Class,Illinois,Storage,20%,1,$10,8%,3,$133
Office Supplies,Columbus,United States,Mark Packer,Easy-staple paper,6/4/2013,CA-2011-147914,43229,Easy-staple paper,East,Home Office,6/9/2013,Standard Class,Ohio,Paper,20%,1,$6,36%,2,$16
Furniture,New York City,United States,Bobby Trafton,Seth Thomas,6/4/2013,CA-2011-151946,10035,"Seth Thomas 14"" Day/Date Wall Clock",East,Consumer,6/9/2013,Standard Class,New York,Furnishings,0%,1,$21,37%,2,$57
Office Supplies,New York City,United States,Bobby Trafton,Other,6/4/2013,CA-2011-151946,10035,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",East,Consumer,6/9/2013,Standard Class,New York,Appliances,0%,1,$4,26%,4,$16
Furniture,New York City,United States,Bobby Trafton,O'Sullivan,6/4/2013,CA-2011-151946,10035,O'Sullivan Living Dimensions 5-Shelf Bookcases,East,Consumer,6/9/2013,Standard Class,New York,Bookcases,20%,1,-$44,-13%,2,$354
Furniture,New York City,United States,Bobby Trafton,G. E.,6/4/2013,CA-2011-151946,10035,G.E. Halogen Desk Lamp Bulbs,East,Consumer,6/9/2013,Standard Class,New York,Furnishings,0%,1,$7,48%,2,$14
Office Supplies,Rochester,United States,Bryan Mills,Sanford,6/6/2013,CA-2011-133270,14609,Sanford Liquid Accent Highlighters,East,Consumer,6/9/2013,First Class,New York,Art,0%,1,$5,37%,2,$13
Office Supplies,Long Beach,United States,Grant Thornton,Wilson Jones,6/6/2013,CA-2011-159520,11561,Wilson Jones Century Plastic Molded Ring Binders,East,Corporate,6/11/2013,Standard Class,New York,Binders,20%,1,$50,34%,9,$150
Office Supplies,Long Beach,United States,Grant Thornton,Acme,6/6/2013,CA-2011-159520,11561,Acme Office Executive Series Stainless Steel Trimmers,East,Corporate,6/11/2013,Standard Class,New York,Supplies,0%,1,$4,26%,2,$17
Furniture,Long Beach,United States,Grant Thornton,Chromcraft,6/6/2013,CA-2011-159520,11561,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,Corporate,6/11/2013,Standard Class,New York,Tables,40%,1,-$347,-35%,3,$992
Office Supplies,Chicago,United States,Sarah Bern,Avery,6/6/2013,US-2011-161305,60623,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Central,Consumer,6/12/2013,Standard Class,Illinois,Binders,80%,1,-$38,-155%,3,$25
Office Supplies,Chicago,United States,Sarah Bern,Other,6/6/2013,US-2011-161305,60623,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,Consumer,6/12/2013,Standard Class,Illinois,Envelopes,20%,1,$5,34%,2,$14
Office Supplies,Houston,United States,Valerie Takahito,Other,6/6/2013,CA-2011-151897,77070,Round Specialty Laser Printer Labels,Central,Home Office,6/10/2013,Standard Class,Texas,Labels,20%,1,$34,34%,10,$100
Office Supplies,Jacksonville,United States,Stewart Visinsky,Other,6/6/2013,CA-2011-169257,32216,Presstex Flexible Ring Binders,South,Consumer,6/12/2013,Standard Class,Florida,Binders,70%,1,-$1,-67%,1,$1
Office Supplies,Jacksonville,United States,Stewart Visinsky,Xerox,6/6/2013,CA-2011-169257,32216,Xerox 1944,South,Consumer,6/12/2013,Standard Class,Florida,Paper,20%,1,$22,36%,2,$62
Office Supplies,Peoria,United States,Bart Pistole,Wilson Jones,6/7/2013,US-2011-134971,61604,Wilson Jones Century Plastic Molded Ring Binders,Central,Corporate,6/10/2013,Second Class,Illinois,Binders,80%,1,-$21,-165%,3,$12
Furniture,Aurora,United States,Nick Radford,Bevis,6/7/2013,CA-2011-106229,60505,"Bevis Round Conference Table Top, X-Base",Central,Consumer,6/11/2013,Second Class,Illinois,Tables,50%,1,-$210,-78%,3,$269
Furniture,Seattle,United States,Carlos Soltero,Hon,6/8/2013,US-2011-141257,98115,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",West,Consumer,6/14/2013,Standard Class,Washington,Chairs,20%,1,$73,13%,3,$586
Furniture,Bristol,United States,Katrina Edelman,Other,6/8/2013,US-2011-109162,37620,"Situations Contoured Folding Chairs, 4/Set",South,Corporate,6/12/2013,Standard Class,Tennessee,Chairs,20%,1,$11,6%,3,$170
Office Supplies,Long Beach,United States,Rick Duston,Other,6/8/2013,CA-2011-108147,11561,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",East,Consumer,6/13/2013,Standard Class,New York,Binders,20%,1,$26,38%,2,$68
Office Supplies,Long Beach,United States,Rick Duston,Tennsco,6/8/2013,CA-2011-108147,11561,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",East,Consumer,6/13/2013,Standard Class,New York,Storage,0%,1,$84,5%,6,"$1,677"
Furniture,Los Angeles,United States,Brosina Hoffman,Eldon,6/9/2013,CA-2011-115812,90032,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",West,Consumer,6/14/2013,Standard Class,California,Furnishings,0%,1,$14,29%,7,$49
Office Supplies,Los Angeles,United States,Brosina Hoffman,Newell,6/9/2013,CA-2011-115812,90032,Newell 322,West,Consumer,6/14/2013,Standard Class,California,Art,0%,1,$2,27%,4,$7
Technology,Los Angeles,United States,Brosina Hoffman,Mitel,6/9/2013,CA-2011-115812,90032,Mitel 5320 IP Phone VoIP phone,West,Consumer,6/14/2013,Standard Class,California,Phones,20%,1,$91,10%,6,$907
Office Supplies,Los Angeles,United States,Brosina Hoffman,DXL,6/9/2013,CA-2011-115812,90032,DXL Angle-View Binders with Locking Rings by Samsill,West,Consumer,6/14/2013,Standard Class,California,Binders,20%,1,$6,31%,3,$19
Office Supplies,Los Angeles,United States,Brosina Hoffman,Belkin,6/9/2013,CA-2011-115812,90032,Belkin F5C206VTEL 6 Outlet Surge,West,Consumer,6/14/2013,Standard Class,California,Appliances,0%,1,$34,30%,5,$115
Furniture,Los Angeles,United States,Brosina Hoffman,Chromcraft,6/9/2013,CA-2011-115812,90032,Chromcraft Rectangular Conference Tables,West,Consumer,6/14/2013,Standard Class,California,Tables,20%,1,$85,5%,9,"$1,706"
Technology,Los Angeles,United States,Brosina Hoffman,Other,6/9/2013,CA-2011-115812,90032,Konftel 250 Conference phone - Charcoal black,West,Consumer,6/14/2013,Standard Class,California,Phones,20%,1,$68,8%,4,$911
Technology,Huntsville,United States,Carl Weiss,Square,6/9/2013,CA-2011-133753,77340,Square Credit Card Reader,Central,Home Office,6/13/2013,Second Class,Texas,Phones,20%,1,$1,8%,1,$8
Technology,Huntsville,United States,Carl Weiss,Logitech,6/9/2013,CA-2011-133753,77340,Logitech M510 Wireless Mouse,Central,Home Office,6/13/2013,Second Class,Texas,Accessories,20%,1,$10,16%,2,$64
Office Supplies,Huntsville,United States,Carl Weiss,Boston,6/9/2013,CA-2011-133753,77340,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Central,Home Office,6/13/2013,Second Class,Texas,Art,20%,1,$6,9%,2,$70
Office Supplies,San Francisco,United States,Chuck Magee,Staple remover,6/9/2013,CA-2011-133851,94122,Staple remover,West,Consumer,6/16/2013,Standard Class,California,Supplies,0%,1,$0,2%,2,$7
Office Supplies,San Francisco,United States,Chuck Magee,Other,6/9/2013,CA-2011-133851,94122,Deluxe Chalkboard Eraser Cleaner,West,Consumer,6/16/2013,Standard Class,California,Art,0%,1,$11,46%,2,$23
Furniture,Harrisonburg,United States,Frank Olsen,Bevis,6/9/2013,CA-2011-132612,22801,Bevis 44 x 96 Conference Tables,South,Consumer,6/11/2013,Second Class,Virginia,Tables,0%,1,$245,17%,7,"$1,441"
Office Supplies,North Las Vegas,United States,Thomas Seio,Dixon,6/9/2013,CA-2011-160262,89031,DIXON Oriole Pencils,West,Corporate,6/13/2013,Second Class,Nevada,Art,0%,1,$5,26%,7,$18
Office Supplies,North Las Vegas,United States,Thomas Seio,Xerox,6/9/2013,CA-2011-160262,89031,Xerox 1909,West,Corporate,6/13/2013,Second Class,Nevada,Paper,0%,1,$36,46%,3,$79
Furniture,North Las Vegas,United States,Thomas Seio,Executive Impressions,6/9/2013,CA-2011-160262,89031,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",West,Corporate,6/13/2013,Second Class,Nevada,Furnishings,0%,1,$14,38%,2,$37
Office Supplies,Detroit,United States,Heather Kirkland,Other,6/10/2013,CA-2011-144281,48234,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Central,Corporate,6/15/2013,Second Class,Michigan,Labels,0%,1,$241,49%,5,$492
Office Supplies,Los Angeles,United States,Filia McAdams,Staples in misc. colors,6/13/2013,CA-2011-114643,90032,Staples in misc. colors,West,Corporate,6/17/2013,Standard Class,California,Art,0%,1,$5,33%,3,$15
Furniture,Detroit,United States,Sharelle Roach,Hon,6/14/2013,CA-2011-140487,48234,"Hon Metal Bookcases, Gray",Central,Home Office,6/20/2013,Standard Class,Michigan,Bookcases,0%,1,$57,27%,3,$213
Furniture,San Antonio,United States,Kelly Lampkin,Lesro,6/15/2013,US-2011-141215,78207,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Central,Corporate,6/21/2013,Standard Class,Texas,Tables,30%,1,-$19,-19%,2,$100
Furniture,San Antonio,United States,Kelly Lampkin,Global,6/15/2013,US-2011-141215,78207,Global Commerce Series High-Back Swivel/Tilt Chairs,Central,Corporate,6/21/2013,Standard Class,Texas,Chairs,30%,1,-$57,-7%,4,$798
Office Supplies,San Antonio,United States,Kelly Lampkin,Avery,6/15/2013,US-2011-141215,78207,Avery Premier Heavy-Duty Binder with Round Locking Rings,Central,Corporate,6/21/2013,Standard Class,Texas,Binders,80%,1,-$15,-170%,3,$9
Office Supplies,El Paso,United States,Pamela Stobb,Xerox,6/15/2013,CA-2011-126963,79907,Xerox 1902,Central,Consumer,6/15/2013,Same Day,Texas,Paper,20%,1,$12,33%,2,$37
Furniture,Mishawaka,United States,Sonia Cooley,Global,6/16/2013,CA-2011-136644,46544,"Global Geo Office Task Chair, Gray",Central,Consumer,6/22/2013,Standard Class,Indiana,Chairs,0%,1,$32,5%,8,$648
Office Supplies,Hempstead,United States,Chloris Kastensmidt,Staple envelope,6/16/2013,CA-2011-113929,11550,Staple envelope,East,Consumer,6/21/2013,Standard Class,New York,Envelopes,0%,1,$19,47%,5,$41
Office Supplies,Hempstead,United States,Chloris Kastensmidt,Boston,6/16/2013,CA-2011-113929,11550,Boston 16750 Black Compact Battery Pencil Sharpener,East,Consumer,6/21/2013,Standard Class,New York,Art,0%,1,$11,30%,4,$35
Office Supplies,Hempstead,United States,Chloris Kastensmidt,Ibico,6/16/2013,CA-2011-113929,11550,Ibico Standard Transparent Covers,East,Consumer,6/21/2013,Standard Class,New York,Binders,20%,1,$14,36%,3,$40
Technology,Newark,United States,Duane Benoit,Texas Instruments,6/17/2013,CA-2011-104402,19711,Texas Instruments TI-34 Scientific Calculator,East,Consumer,6/23/2013,Standard Class,Delaware,Machines,0%,1,$31,47%,3,$66
Furniture,Seattle,United States,Gary Hwang,Eldon,6/17/2013,CA-2011-144414,98105,Eldon Wave Desk Accessories,West,Consumer,6/21/2013,Standard Class,Washington,Furnishings,0%,1,$3,42%,3,$6
Office Supplies,Seattle,United States,Gary Hwang,Other,6/17/2013,CA-2011-144414,98105,OIC Binder Clips,West,Consumer,6/21/2013,Standard Class,Washington,Fasteners,0%,1,$9,50%,5,$18
Office Supplies,Seattle,United States,Gary Hwang,GBC,6/17/2013,CA-2011-144414,98105,GBC DocuBind P400 Electric Binding System,West,Consumer,6/21/2013,Standard Class,Washington,Binders,20%,1,"$1,062",33%,3,"$3,266"
Office Supplies,Chicago,United States,Jennifer Ferguson,Xerox,6/17/2013,CA-2011-156342,60653,Xerox 1892,Central,Consumer,6/20/2013,Second Class,Illinois,Paper,20%,1,$22,36%,2,$62
Technology,Los Angeles,United States,Mick Crebagga,Plantronics,6/18/2013,CA-2011-123855,90036,Plantronics Cordless Phone Headset with In-line Volume - M214C,West,Consumer,6/23/2013,Standard Class,California,Phones,20%,1,$12,9%,5,$140
Technology,Plano,United States,Sam Craven,HTC,6/20/2013,CA-2011-166863,75023,HTC One Mini,Central,Consumer,6/24/2013,Standard Class,Texas,Phones,20%,1,$20,10%,2,$202
Office Supplies,Plano,United States,Sam Craven,Storex,6/20/2013,CA-2011-166863,75023,Storex DuraTech Recycled Plastic Frosted Binders,Central,Consumer,6/24/2013,Standard Class,Texas,Binders,80%,1,-$5,-150%,4,$3
Furniture,Plano,United States,Sam Craven,Hon,6/20/2013,CA-2011-166863,75023,"Hon Metal Bookcases, Black",Central,Consumer,6/24/2013,Standard Class,Texas,Bookcases,32%,1,-$20,-10%,4,$193
Office Supplies,Plano,United States,Sam Craven,Xerox,6/20/2013,CA-2011-166863,75023,Xerox 2,Central,Consumer,6/24/2013,Standard Class,Texas,Paper,20%,1,$5,35%,3,$16
Office Supplies,Plano,United States,Sam Craven,Array,6/20/2013,CA-2011-166863,75023,"Array Parchment Paper, Assorted Colors",Central,Consumer,6/24/2013,Standard Class,Texas,Paper,20%,1,$4,35%,2,$12
Technology,Plano,United States,Sam Craven,Okidata,6/20/2013,CA-2011-166863,75023,Okidata C331dn Printer,Central,Consumer,6/24/2013,Standard Class,Texas,Machines,40%,1,-$98,-23%,2,$419
Office Supplies,Plano,United States,Sam Craven,SAFCO,6/20/2013,CA-2011-166863,75023,Safco Industrial Wire Shelving System,Central,Consumer,6/24/2013,Standard Class,Texas,Storage,20%,1,-$127,-25%,7,$509
Office Supplies,Lawton,United States,Corey-Lock,Honeywell,6/20/2013,US-2011-112949,73505,Honeywell Quietcare HEPA Air Cleaner,Central,Consumer,6/27/2013,Standard Class,Oklahoma,Appliances,0%,1,$156,33%,6,$472
Office Supplies,Lawton,United States,Corey-Lock,Other,6/20/2013,US-2011-112949,73505,Nontoxic Chalk,Central,Consumer,6/27/2013,Standard Class,Oklahoma,Art,0%,1,$2,48%,2,$4
Furniture,Waynesboro,United States,Naresj Patel,Luxo,6/21/2013,US-2011-117135,22980,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,South,Consumer,6/23/2013,Second Class,Virginia,Furnishings,0%,1,$15,14%,1,$104
Technology,Waynesboro,United States,Naresj Patel,Other,6/21/2013,US-2011-117135,22980,Konftel 250 Conference phone - Charcoal black,South,Consumer,6/23/2013,Second Class,Virginia,Phones,0%,1,$74,26%,1,$285
Office Supplies,Waynesboro,United States,Naresj Patel,Other,6/21/2013,US-2011-117135,22980,Recycled Eldon Regeneration Jumbo File,South,Consumer,6/23/2013,Second Class,Virginia,Storage,0%,1,$10,28%,3,$37
Technology,Lakewood,United States,Dave Brooks,Other,6/21/2013,CA-2011-128146,8701,Wireless Extenders zBoost YX545 SOHO Signal Booster,East,Consumer,6/25/2013,Standard Class,New Jersey,Phones,0%,1,$357,27%,7,"$1,323"
Office Supplies,Lakewood,United States,Dave Brooks,Other,6/21/2013,CA-2011-128146,8701,"OIC #2 Pencils, Medium Soft",East,Consumer,6/25/2013,Standard Class,New Jersey,Art,0%,1,$1,29%,2,$4
Office Supplies,Meriden,United States,Raymond Messe,Newell,6/21/2013,CA-2011-141278,6450,Newell 341,East,Consumer,6/24/2013,First Class,Connecticut,Art,0%,1,$6,29%,5,$21
Office Supplies,Pueblo,United States,Stewart Visinsky,Wilson Jones,6/21/2013,US-2011-160780,81001,"Wilson Jones 1"" Hanging DublLock Ring Binders",West,Consumer,6/21/2013,Same Day,Colorado,Binders,70%,1,-$8,-73%,7,$11
